Node,Message_Size,Latency,Throughput,Total_Time
Node,10,0.34154844284057617,2927.842363101529,0.10675644874572754
Node,10,0.180694580078125,5534.200304002702,0.10277295112609863
Node,10,0.16841530799865723,5937.70252765843,0.10781645774841309
Node,10,0.18955326080322266,5275.5621072544415,0.11455345153808594
Node,20,0.242631196975708,8242.963085246775,0.10288310050964355
Node,20,0.16855812072753906,11865.34348726421,0.10635018348693848
Node,20,0.16796302795410156,11907.38238266656,0.10967063903808594
Node,20,0.1758432388305664,11373.766846543916,0.10131263732910156
Node,30,0.24514245986938477,12237.782070060163,0.11554336547851562
Node,30,0.17320680618286133,17320.335534810224,0.10809063911437988
Node,30,0.1816697120666504,16513.484641288855,0.10640454292297363
Node,30,0.17283105850219727,17357.991243002542,0.1146702766418457
Node,40,0.23434758186340332,17068.663428033676,0.10658884048461914
Node,40,0.17261362075805664,23173.142318858996,0.10828161239624023
Node,40,0.17364263534545898,23035.817165767324,0.11242866516113281
Node,40,0.1734609603881836,23059.943811267436,0.10557293891906738
