Node,Message_Size,Latency,Throughput,Total_Time
Node,50,.10203971862792969,09800.105424107727,1.0203971862792969
Node,10,.1013884425163269,09863.057121515273,2.027768850326538
Node,30,.10132134755452473,09869.588434578046,3.039640426635742
Node,30,.10123106241226196,09878.39084339069,4.0492424964904785
Node,40,.10107200622558594,09893.93638598671,5.053600311279297
Node,20,.1011240839958191,09888.84111960257,6.0674450397491455
Node,30,.1010622773851667,09894.888833632931,7.07435941696167
Node,40,.10098652243614197,09902.311475596579,8.078921794891357
Node,20,.10096069971720378,09904.844189878363,9.08646297454834
Node,50,.1009412980079651,09906.747978623099,10.094129800796509
Node,40,.10087283091111616,09913.472150703765,11.096011400222778
Node,40,.1008001724878947,09920.61794457834,12.096020698547363
Node,40,.10080755673922026,09919.89124968981,13.104982376098633
Node,10,.10085962329592024,09914.770324553155,14.120347261428833
Node,50,.1008581527074178,09914.914889438116,15.128722906112671
Node,10,.10080613791942596,09920.030869541862,16.128982067108154
Node,20,.10081522464752197,09919.136752373243,17.138588190078735
Node,40,.10081158479054768,09919.494888188308,18.146085262298584
Node,20,.10081284924557334,09919.370471953104,19.154441356658936
Node,30,.10080968737602234,09919.681590420751,20.161937475204468
Node,20,.10081491810934884,09919.166912533228,21.171132802963257
Node,40,.10080261447212913,09920.377613583521,22.176575183868408
Node,30,.10078187610792078,09922.418976693438,23.179831504821777
Node,10,.10079502960046132,09921.124126495848,24.190807104110718
Node,10,.10076818180084228,09923.76742468565,25.19204545021057
